,date,cost
0,2009-09-04,3.93
1,2009-09-07,3.93
2,2009-09-08,3.98
3,2009-09-09,3.98
4,2009-09-10,3.98
5,2009-09-11,3.98
6,2009-09-14,3.98
7,2009-09-15,4.13
8,2009-09-16,4.13
9,2009-09-17,4.13
10,2009-09-18,4.13
11,2009-09-21,4.13
12,2009-09-22,4.22
13,2009-09-23,4.22
14,2009-09-24,4.22
15,2009-09-25,4.22
16,2009-09-28,4.22
17,2009-09-29,4.32
18,2009-09-30,4.32
19,2009-10-01,4.32
20,2009-10-02,4.32
21,2009-10-05,4.32
22,2009-10-06,4.59
23,2009-10-07,4.59
24,2009-10-08,4.59
25,2009-10-09,4.59
26,2009-10-12,4.59
27,2009-10-13,4.59
28,2009-10-14,4.91
29,2009-10-15,4.91
30,2009-10-16,4.91
31,2009-10-19,4.91
32,2009-10-20,4.91
33,2009-10-21,4.91
34,2009-10-22,4.91
35,2009-10-23,4.91
36,2009-10-26,4.91
37,2009-10-27,5.05
38,2009-10-28,5.05
39,2009-10-29,5.05
40,2009-10-30,5.05
41,2009-11-02,5.05
42,2009-11-03,5.05
43,2009-11-04,5.22
44,2009-11-05,5.22
45,2009-11-06,5.22
46,2009-11-09,5.22
47,2009-11-10,5.25
48,2009-11-11,5.25
49,2009-11-12,5.25
50,2009-11-13,5.25
51,2009-11-16,5.25
52,2009-11-17,5.3
53,2009-11-18,5.3
54,2009-11-19,5.3
55,2009-11-20,5.3
56,2009-11-23,5.3
57,2009-11-24,5.29
58,2009-11-25,5.29
59,2009-11-26,5.29
60,2009-11-27,5.29
61,2009-11-30,5.29
62,2009-12-01,5.33
63,2009-12-02,5.33
64,2009-12-03,5.33
65,2009-12-04,5.33
66,2009-12-07,5.33
67,2009-12-08,5.29
68,2009-12-09,5.29
69,2009-12-10,5.29
70,2009-12-11,5.29
71,2009-12-14,5.29
72,2009-12-15,5.23
73,2009-12-16,5.23
74,2009-12-17,5.23
75,2009-12-18,5.23
76,2009-12-21,5.23
77,2009-12-22,5.18
78,2009-12-23,5.18
79,2009-12-24,5.18
80,2009-12-25,5.18
81,2009-12-28,5.18
82,2009-12-29,5.18
83,2009-12-30,5.18
84,2009-12-31,5.18
85,2010-01-01,5.18
86,2010-01-04,5.18
87,2010-01-05,5.18
88,2010-01-06,4.75
89,2010-01-07,4.75
90,2010-01-08,4.75
91,2010-01-11,4.75
92,2010-01-12,4.75
93,2010-01-13,4.3
94,2010-01-14,4.3
95,2010-01-15,4.3
96,2010-01-18,4.3
97,2010-01-19,4.3
98,2010-01-20,3.95
99,2010-01-21,3.95
100,2010-01-22,3.95
101,2010-01-25,3.95
102,2010-01-26,3.95
103,2010-01-27,3.19
104,2010-01-28,3.19
105,2010-01-29,3.19
106,2010-02-01,3.19
107,2010-02-02,3.19
108,2010-02-03,3.47
109,2010-02-04,3.47
110,2010-02-05,3.47
111,2010-02-08,3.47
112,2010-02-09,3.47
113,2010-02-10,3.84
114,2010-02-11,3.84
115,2010-02-12,3.84
116,2010-02-15,3.84
117,2010-02-16,3.84
118,2010-02-17,3.8
119,2010-02-18,3.8
120,2010-02-19,3.8
121,2010-02-22,3.8
122,2010-02-23,3.8
123,2010-02-24,3.81
124,2010-02-25,3.81
125,2010-02-26,3.81
126,2010-03-01,3.81
127,2010-03-02,3.8
128,2010-03-03,3.8
129,2010-03-04,3.8
130,2010-03-05,3.8
131,2010-03-08,3.8
132,2010-03-09,3.46
133,2010-03-10,3.46
134,2010-03-11,3.46
135,2010-03-12,3.46
136,2010-03-15,3.46
137,2010-03-16,3.46
138,2010-03-17,3.54
139,2010-03-18,3.54
140,2010-03-19,3.54
141,2010-03-22,3.54
142,2010-03-23,3.54
143,2010-03-24,3.22
144,2010-03-25,3.22
145,2010-03-26,3.22
146,2010-03-29,3.22
147,2010-03-30,3.22
148,2010-03-31,3.2
149,2010-04-01,3.2
150,2010-04-02,3.2
151,2010-04-05,3.2
152,2010-04-06,3.2
153,2010-04-07,3.2
154,2010-04-08,3.2
155,2010-04-09,3.2
156,2010-04-12,3.2
157,2010-04-13,3.2
158,2010-04-14,3.23
159,2010-04-15,3.23
160,2010-04-16,3.23
161,2010-04-19,3.23
162,2010-04-20,3.23
163,2010-04-21,3.61
164,2010-04-22,3.61
165,2010-04-23,3.61
166,2010-04-26,3.61
167,2010-04-27,3.61
168,2010-04-28,3.51
169,2010-04-29,3.51
170,2010-04-30,3.51
171,2010-05-03,3.51
172,2010-05-04,3.51
173,2010-05-05,3.5
174,2010-05-06,3.5
175,2010-05-07,3.5
176,2010-05-10,3.5
177,2010-05-11,3.5
178,2010-05-12,3.52
179,2010-05-13,3.52
180,2010-05-14,3.52
181,2010-05-17,3.52
182,2010-05-18,3.52
183,2010-05-19,3.52
184,2010-05-20,3.44
185,2010-05-21,3.44
186,2010-05-24,3.44
187,2010-05-25,3.44
188,2010-05-26,3.3
189,2010-05-27,3.3
190,2010-05-28,3.3
191,2010-05-31,3.3
192,2010-06-01,3.3
193,2010-06-02,3.08
194,2010-06-03,3.08
195,2010-06-04,3.08
196,2010-06-07,3.08
197,2010-06-08,3.08
198,2010-06-09,2.96
199,2010-06-10,2.96
200,2010-06-11,2.96
201,2010-06-14,2.96
202,2010-06-15,2.96
203,2010-06-16,3.02
204,2010-06-17,3.02
205,2010-06-18,3.02
206,2010-06-21,3.02
207,2010-06-22,3.04
208,2010-06-23,3.04
209,2010-06-24,3.04
210,2010-06-25,3.04
211,2010-06-28,3.04
212,2010-06-29,2.98
213,2010-06-30,2.98
214,2010-07-01,2.98
215,2010-07-02,2.98
216,2010-07-05,2.98
217,2010-07-06,2.88
218,2010-07-07,2.88
219,2010-07-08,2.88
220,2010-07-09,2.88
221,2010-07-12,2.88
222,2010-07-13,2.67
223,2010-07-14,2.67
224,2010-07-15,2.67
225,2010-07-16,2.67
226,2010-07-19,2.67
227,2010-07-20,2.66
228,2010-07-21,2.66
229,2010-07-22,2.66
230,2010-07-23,2.66
231,2010-07-26,2.66
232,2010-07-27,2.81
233,2010-07-28,2.81
234,2010-07-29,2.81
235,2010-07-30,2.81
236,2010-08-02,2.81
237,2010-08-03,3.03
238,2010-08-04,3.03
239,2010-08-05,3.03
240,2010-08-06,3.03
241,2010-08-09,3.03
242,2010-08-10,3.25
243,2010-08-11,3.25
244,2010-08-12,3.25
245,2010-08-13,3.25
246,2010-08-16,3.25
247,2010-08-17,3.4
248,2010-08-18,3.4
249,2010-08-19,3.4
250,2010-08-20,3.4
251,2010-08-23,3.4
252,2010-08-24,3.47
253,2010-08-25,3.47
254,2010-08-26,3.47
255,2010-08-27,3.47
256,2010-08-30,3.47
257,2010-08-31,3.29
258,2010-09-01,3.29
259,2010-09-02,3.29
260,2010-09-03,3.29
261,2010-09-06,3.29
262,2010-09-07,3.09
263,2010-09-08,3.09
264,2010-09-09,3.09
265,2010-09-10,3.09
266,2010-09-13,3.09
267,2010-09-14,3.16
268,2010-09-15,3.16
269,2010-09-16,3.16
270,2010-09-17,3.16
271,2010-09-20,3.16
272,2010-09-21,3.54
273,2010-09-22,3.54
274,2010-09-23,3.54
275,2010-09-24,3.54
276,2010-09-27,3.54
277,2010-09-28,3.54
278,2010-09-29,3.54
279,2010-09-30,3.54
280,2010-10-01,3.54
281,2010-10-04,3.54
282,2010-10-05,3.28
283,2010-10-06,3.28
284,2010-10-07,3.28
285,2010-10-08,3.28
286,2010-10-11,3.28
287,2010-10-12,3.35
288,2010-10-13,3.35
289,2010-10-14,3.35
290,2010-10-15,3.35
291,2010-10-18,3.22
292,2010-10-19,3.22
293,2010-10-20,3.22
294,2010-10-21,3.22
295,2010-10-22,3.22
296,2010-10-25,3.22
297,2010-10-26,3.18
298,2010-10-27,3.18
299,2010-10-28,3.18
300,2010-10-29,3.18
301,2010-11-01,3.18
302,2010-11-02,3.06
303,2010-11-03,3.06
304,2010-11-04,3.06
305,2010-11-05,3.06
306,2010-11-08,3.06
307,2010-11-09,3.11
308,2010-11-10,3.11
309,2010-11-11,3.11
310,2010-11-12,3.11
311,2010-11-15,3.11
312,2010-11-16,3.11
313,2010-11-17,3.16
314,2010-11-18,3.16
315,2010-11-19,3.16
316,2010-11-22,3.16
317,2010-11-23,3.14
318,2010-11-24,3.14
319,2010-11-25,3.14
320,2010-11-26,3.14
321,2010-11-29,3.14
322,2010-11-30,3.18
323,2010-12-01,3.18
324,2010-12-02,3.18
325,2010-12-03,3.18
326,2010-12-06,3.18
327,2010-12-07,3.25
328,2010-12-08,3.25
329,2010-12-09,3.25
330,2010-12-10,3.25
331,2010-12-13,3.25
332,2010-12-14,3.25
333,2010-12-15,3.39
334,2010-12-16,3.39
335,2010-12-17,3.39
336,2010-12-20,3.39
337,2010-12-21,3.41
338,2010-12-22,3.41
339,2010-12-23,3.41
340,2010-12-24,3.41
341,2010-12-27,3.41
342,2010-12-28,3.41
343,2010-12-29,3.41
344,2010-12-30,3.41
345,2010-12-31,3.41
346,2011-01-03,3.41
347,2011-01-04,3.41
348,2011-01-05,3.54
349,2011-01-06,3.54
350,2011-01-07,3.54
351,2011-01-10,3.54
352,2011-01-11,3.63
353,2011-01-12,3.63
354,2011-01-13,3.63
355,2011-01-14,3.63
356,2011-01-17,3.63
357,2011-01-18,3.63
358,2011-01-19,3.8
359,2011-01-20,3.8
360,2011-01-21,3.8
361,2011-01-24,3.8
362,2011-01-25,3.81
363,2011-01-26,3.81
364,2011-01-27,3.81
365,2011-01-28,3.81
366,2011-01-31,3.81
367,2011-02-01,3.46
368,2011-02-02,3.46
369,2011-02-03,3.46
370,2011-02-04,3.46
371,2011-02-07,3.46
372,2011-02-08,3.52
373,2011-02-09,3.52
374,2011-02-10,3.52
375,2011-02-11,3.52
376,2011-02-14,3.52
377,2011-02-15,3.52
378,2011-02-16,3.62
379,2011-02-17,3.62
380,2011-02-18,3.62
381,2011-02-21,3.62
382,2011-02-22,3.59
383,2011-02-23,3.59
384,2011-02-24,3.59
385,2011-02-25,3.59
386,2011-02-28,3.59
387,2011-03-01,3.58
388,2011-03-02,3.58
389,2011-03-03,3.58
390,2011-03-04,3.58
391,2011-03-07,3.58
392,2011-03-08,3.24
393,2011-03-09,3.24
394,2011-03-10,3.24
395,2011-03-11,3.24
396,2011-03-14,3.24
397,2011-03-15,3.12
398,2011-03-16,3.12
399,2011-03-17,3.12
400,2011-03-18,3.12
401,2011-03-21,3.12
402,2011-03-22,3.12
403,2011-03-23,3.05
404,2011-03-24,3.05
405,2011-03-25,3.05
406,2011-03-28,3.05
407,2011-03-29,3.05
408,2011-03-30,3.07
409,2011-03-31,3.07
410,2011-04-01,3.07
411,2011-04-04,3.07
412,2011-04-05,3.07
413,2011-04-06,3.07
414,2011-04-07,3.17
415,2011-04-08,3.17
416,2011-04-11,3.17
417,2011-04-12,3.23
418,2011-04-13,3.23
419,2011-04-14,3.23
420,2011-04-15,3.23
421,2011-04-18,3.23
422,2011-04-19,3.23
423,2011-04-20,3.18
424,2011-04-21,3.18
425,2011-04-22,3.18
426,2011-04-25,3.18
427,2011-04-26,3.18
428,2011-04-27,3.18
429,2011-04-28,3.18
430,2011-04-29,3.18
431,2011-05-02,3.18
432,2011-05-03,3.18
433,2011-05-04,3.22
434,2011-05-05,3.22
435,2011-05-06,3.22
436,2011-05-09,3.22
437,2011-05-10,3.22
438,2011-05-11,3.22
439,2011-05-12,3.22
440,2011-05-13,3.22
441,2011-05-16,3.22
442,2011-05-17,3.15
443,2011-05-18,3.15
444,2011-05-19,3.15
445,2011-05-20,3.15
446,2011-05-23,3.15
447,2011-05-24,3.05
448,2011-05-25,3.05
449,2011-05-26,3.05
450,2011-05-27,3.05
451,2011-05-30,3.05
452,2011-05-31,3.16
453,2011-06-01,3.16
454,2011-06-02,3.16
455,2011-06-03,3.16
456,2011-06-06,3.16
457,2011-06-07,3.16
458,2011-06-08,2.98
459,2011-06-09,2.98
460,2011-06-10,2.98
461,2011-06-13,2.98
462,2011-06-14,2.98
463,2011-06-15,3.03
464,2011-06-16,3.03
465,2011-06-17,3.03
466,2011-06-20,3.03
467,2011-06-21,3.13
468,2011-06-22,3.13
469,2011-06-23,3.13
470,2011-06-24,3.13
471,2011-06-27,3.13
472,2011-06-28,3.16
473,2011-06-29,3.16
474,2011-06-30,3.16
475,2011-07-01,3.16
476,2011-07-04,3.16
477,2011-07-05,3.2
478,2011-07-06,3.2
479,2011-07-07,3.2
480,2011-07-08,3.2
481,2011-07-11,3.2
482,2011-07-12,3.3
483,2011-07-13,3.3
484,2011-07-14,3.3
485,2011-07-15,3.3
486,2011-07-18,3.3
487,2011-07-19,3.49
488,2011-07-20,3.49
489,2011-07-21,3.49
490,2011-07-22,3.49
491,2011-07-25,3.49
492,2011-07-26,3.49
493,2011-07-27,3.4
494,2011-07-28,3.4
495,2011-07-29,3.4
496,2011-08-01,3.4
497,2011-08-02,3.38
498,2011-08-03,3.38
499,2011-08-04,3.38
500,2011-08-05,3.38
501,2011-08-08,3.38
502,2011-08-09,3.27
503,2011-08-10,3.27
504,2011-08-11,3.27
505,2011-08-12,3.27
506,2011-08-15,3.27
507,2011-08-16,3.17
508,2011-08-17,3.17
509,2011-08-18,3.17
510,2011-08-19,3.17
511,2011-08-22,3.17
512,2011-08-23,3.17
513,2011-08-24,3.17
514,2011-08-25,3.17
515,2011-08-26,3.17
516,2011-08-29,3.17
517,2011-08-30,3.07
518,2011-08-31,3.07
519,2011-09-01,3.07
520,2011-09-02,3.07
521,2011-09-05,3.07
522,2011-09-06,3.07
523,2011-09-07,2.99
524,2011-09-08,2.99
525,2011-09-09,2.99
526,2011-09-12,2.99
527,2011-09-13,3.03
528,2011-09-14,3.03
529,2011-09-15,3.03
530,2011-09-16,3.03
531,2011-09-19,3.03
532,2011-09-20,3.23
533,2011-09-21,3.23
534,2011-09-22,3.23
535,2011-09-23,3.23
536,2011-09-26,3.23
537,2011-09-27,3.23
538,2011-09-28,3.14
539,2011-09-29,3.14
540,2011-09-30,3.14
541,2011-10-03,3.14
542,2011-10-04,3.11
543,2011-10-05,3.11
544,2011-10-06,3.11
545,2011-10-07,3.11
546,2011-10-10,3.11
547,2011-10-11,2.84
548,2011-10-12,2.84
549,2011-10-13,2.84
550,2011-10-14,2.84
551,2011-10-17,2.84
552,2011-10-18,2.91
553,2011-10-19,2.91
554,2011-10-20,2.91
555,2011-10-21,2.91
556,2011-10-24,2.91
557,2011-10-25,2.91
558,2011-10-26,2.78
559,2011-10-27,2.78
560,2011-10-28,2.78
561,2011-10-31,2.78
562,2011-11-01,2.78
563,2011-11-02,2.57
564,2011-11-03,2.57
565,2011-11-04,2.57
566,2011-11-07,2.57
567,2011-11-08,2.53
568,2011-11-09,2.53
569,2011-11-10,2.53
570,2011-11-11,2.53
571,2011-11-14,2.53
572,2011-11-15,2.54
573,2011-11-16,2.54
574,2011-11-17,2.54
575,2011-11-18,2.54
576,2011-11-21,2.54
577,2011-11-22,2.51
578,2011-11-23,2.51
579,2011-11-24,2.51
580,2011-11-25,2.51
581,2011-11-28,2.51
582,2011-11-29,2.32
583,2011-11-30,2.32
584,2011-12-01,2.32
585,2011-12-02,2.32
586,2011-12-05,2.32
587,2011-12-06,2.38
588,2011-12-07,2.38
589,2011-12-08,2.38
590,2011-12-09,2.38
591,2011-12-12,2.38
592,2011-12-13,2.38
593,2011-12-14,2.53
594,2011-12-15,2.53
595,2011-12-16,2.53
596,2011-12-19,2.53
597,2011-12-20,2.43
598,2011-12-21,2.43
599,2011-12-22,2.43
600,2011-12-23,2.43
601,2011-12-26,2.43
602,2011-12-27,2.43
603,2011-12-28,2.43
604,2011-12-29,2.43
605,2011-12-30,2.43
606,2012-01-02,2.43
607,2012-01-03,2.43
608,2012-01-04,2.44
609,2012-01-05,2.44
610,2012-01-06,2.44
611,2012-01-09,2.44
612,2012-01-10,2.54
613,2012-01-11,2.54
614,2012-01-12,2.54
615,2012-01-13,2.54
616,2012-01-16,2.54
617,2012-01-17,2.54
618,2012-01-18,2.69
619,2012-01-19,2.69
620,2012-01-20,2.69
621,2012-01-23,2.69
622,2012-01-24,2.69
623,2012-01-25,2.8
624,2012-01-26,2.8
625,2012-01-27,2.8
626,2012-01-30,2.8
627,2012-01-31,2.88
628,2012-02-01,2.88
629,2012-02-02,2.88
630,2012-02-03,2.88
631,2012-02-06,2.88
632,2012-02-07,2.88
633,2012-02-08,3.11
634,2012-02-09,3.11
635,2012-02-10,3.11
636,2012-02-13,3.11
637,2012-02-14,3.22
638,2012-02-15,3.22
639,2012-02-16,3.22
640,2012-02-17,3.22
641,2012-02-20,3.22
642,2012-02-21,3.16
643,2012-02-22,3.16
644,2012-02-23,3.16
645,2012-02-24,3.16
646,2012-02-27,3.16
647,2012-02-28,3.16
648,2012-02-29,3.16
649,2012-03-01,3.14
650,2012-03-02,3.14
651,2012-03-05,3.14
652,2012-03-06,3.14
653,2012-03-07,3.13
654,2012-03-08,3.13
655,2012-03-09,3.13
656,2012-03-12,3.13
657,2012-03-13,3.08
658,2012-03-14,3.08
659,2012-03-15,3.08
660,2012-03-16,3.08
661,2012-03-19,3.08
662,2012-03-20,3.1
663,2012-03-21,3.1
664,2012-03-22,3.1
665,2012-03-23,3.1
666,2012-03-26,3.1
667,2012-03-27,3.1
668,2012-03-28,3.08
669,2012-03-29,3.08
670,2012-03-30,3.08
671,2012-04-02,3.08
672,2012-04-03,3.32
673,2012-04-04,3.32
674,2012-04-05,3.32
675,2012-04-06,3.32
676,2012-04-09,3.32
677,2012-04-10,3.32
678,2012-04-11,3.32
679,2012-04-12,3.32
680,2012-04-13,3.35
681,2012-04-16,3.35
682,2012-04-17,3.32
683,2012-04-18,3.32
684,2012-04-19,3.32
685,2012-04-20,3.32
686,2012-04-23,3.32
687,2012-04-24,3.32
688,2012-04-25,3.32
689,2012-04-26,3.32
690,2012-04-27,3.25
691,2012-04-30,3.25
692,2012-05-01,3.25
693,2012-05-02,3.25
694,2012-05-03,3.25
695,2012-05-04,3.25
696,2012-05-07,3.25
697,2012-05-08,3.37
698,2012-05-09,3.37
699,2012-05-10,3.37
700,2012-05-11,3.37
701,2012-05-14,3.37
702,2012-05-15,3.43
703,2012-05-16,3.43
704,2012-05-17,3.43
705,2012-05-18,3.43
706,2012-05-21,3.43
707,2012-05-22,3.4
708,2012-05-23,3.4
709,2012-05-24,3.4
710,2012-05-25,3.4
711,2012-05-28,3.4
712,2012-05-29,3.35
713,2012-05-30,3.35
714,2012-05-31,3.35
715,2012-06-01,3.35
716,2012-06-04,3.35
717,2012-06-05,3.34
718,2012-06-06,3.34
719,2012-06-07,3.34
720,2012-06-08,3.34
721,2012-06-11,3.34
722,2012-06-12,3.4
723,2012-06-13,3.4
724,2012-06-14,3.4
725,2012-06-15,3.4
726,2012-06-18,3.4
727,2012-06-19,3.4
728,2012-06-20,3.4
729,2012-06-21,3.46
730,2012-06-22,3.46
731,2012-06-25,3.46
732,2012-06-26,3.46
733,2012-06-27,3.46
734,2012-06-28,3.46
735,2012-06-29,3.46
736,2012-07-02,3.46
737,2012-07-03,3.46
738,2012-07-04,3.46
739,2012-07-05,3.46
740,2012-07-06,3.72
741,2012-07-09,3.72
742,2012-07-10,3.72
743,2012-07-11,3.88
744,2012-07-12,3.88
745,2012-07-13,3.88
746,2012-07-16,3.88
747,2012-07-17,3.88
748,2012-07-18,3.88
749,2012-07-19,3.88
750,2012-07-20,3.88
751,2012-07-23,3.88
752,2012-07-24,4.03
753,2012-07-25,4.03
754,2012-07-26,4.03
755,2012-07-27,4.03
756,2012-07-30,4.03
757,2012-07-31,4.03
758,2012-08-01,4.04
759,2012-08-02,4.04
760,2012-08-03,4.04
761,2012-08-06,4.04
762,2012-08-07,4.04
763,2012-08-08,4.04
764,2012-08-09,4.04
765,2012-08-10,4.03
766,2012-08-13,4.03
767,2012-08-14,4.03
768,2012-08-15,4.03
769,2012-08-16,4.03
770,2012-08-17,4.03
771,2012-08-20,4.03
772,2012-08-21,4.03
773,2012-08-22,4.03
774,2012-08-23,4.03
775,2012-08-24,4.03
776,2012-08-27,4.03
777,2012-08-28,4.03
778,2012-08-29,3.86
779,2012-08-30,3.86
780,2012-08-31,3.86
781,2012-09-03,3.86
782,2012-09-04,3.86
783,2012-09-05,3.9
784,2012-09-06,3.9
785,2012-09-07,3.9
786,2012-09-10,3.9
787,2012-09-11,3.93
788,2012-09-12,3.93
789,2012-09-13,3.93
790,2012-09-14,3.93
791,2012-09-17,3.93
792,2012-09-18,4.08
793,2012-09-19,4.08
794,2012-09-20,4.08
795,2012-09-21,4.08
796,2012-09-24,4.08
797,2012-09-25,4.14
798,2012-09-26,4.14
799,2012-09-27,4.14
800,2012-09-28,4.14
801,2012-10-01,4.14
802,2012-10-02,4.18
803,2012-10-03,4.18
804,2012-10-04,4.18
805,2012-10-05,4.18
806,2012-10-08,4.18
807,2012-10-09,4.18
808,2012-10-10,4.18
809,2012-10-11,4.18
810,2012-10-12,4.18
811,2012-10-15,4.12
812,2012-10-16,4.12
813,2012-10-17,4.12
814,2012-10-18,4.12
815,2012-10-19,4.12
816,2012-10-22,4.12
817,2012-10-23,4.12
818,2012-10-24,4.03
819,2012-10-25,4.03
820,2012-10-26,4.03
821,2012-10-29,4.03
822,2012-10-30,4.03
823,2012-10-31,4.03
824,2012-11-01,4.03
825,2012-11-02,4.03
826,2012-11-05,4.0
827,2012-11-06,4.0
828,2012-11-07,4.0
829,2012-11-08,4.0
830,2012-11-09,4.01
831,2012-11-12,4.01
832,2012-11-13,4.01
833,2012-11-14,4.06
834,2012-11-15,4.06
835,2012-11-16,4.06
836,2012-11-19,4.06
837,2012-11-20,4.06
838,2012-11-21,4.06
839,2012-11-22,3.95
840,2012-11-23,3.95
841,2012-11-26,3.95
842,2012-11-27,3.95
843,2012-11-28,3.95
844,2012-11-29,4.12
845,2012-11-30,4.12
846,2012-12-03,4.12
847,2012-12-04,4.12
848,2012-12-05,3.95
849,2012-12-06,3.95
850,2012-12-07,3.95
851,2012-12-10,3.95
852,2012-12-11,4.08
853,2012-12-12,4.08
854,2012-12-13,4.08
855,2012-12-14,4.08
856,2012-12-17,4.08
857,2012-12-18,4.08
858,2012-12-19,4.03
859,2012-12-20,4.03
860,2012-12-21,4.03
861,2012-12-24,4.03
862,2012-12-25,4.03
863,2012-12-26,4.03
864,2012-12-27,4.03
865,2012-12-28,4.03
866,2012-12-31,4.03
867,2013-01-01,4.03
868,2013-01-02,4.03
869,2013-01-03,4.05
870,2013-01-04,4.05
871,2013-01-07,4.05
872,2013-01-08,3.92
873,2013-01-09,3.92
874,2013-01-10,3.92
875,2013-01-11,3.92
876,2013-01-14,3.92
877,2013-01-15,3.86
878,2013-01-16,3.86
879,2013-01-17,3.86
880,2013-01-18,3.86
881,2013-01-21,3.86
882,2013-01-22,3.86
883,2013-01-23,3.75
884,2013-01-24,3.75
885,2013-01-25,3.75
886,2013-01-28,3.75
887,2013-01-29,3.75
888,2013-01-30,3.91
889,2013-01-31,3.91
890,2013-02-01,3.91
891,2013-02-04,3.91
892,2013-02-05,3.9
893,2013-02-06,3.9
894,2013-02-07,3.9
895,2013-02-08,3.9
896,2013-02-11,3.9
897,2013-02-12,3.9
898,2013-02-13,3.78
899,2013-02-14,3.78
900,2013-02-15,3.78
901,2013-02-18,3.78
902,2013-02-19,3.63
903,2013-02-20,3.63
904,2013-02-21,3.63
905,2013-02-22,3.63
906,2013-02-25,3.63
907,2013-02-26,3.68
908,2013-02-27,3.68
909,2013-02-28,3.68
910,2013-03-01,3.68
911,2013-03-04,3.68
912,2013-03-05,3.68
913,2013-03-06,3.65
914,2013-03-07,3.65
915,2013-03-08,3.65
916,2013-03-11,3.65
917,2013-03-12,3.5
918,2013-03-13,3.5
919,2013-03-14,3.5
920,2013-03-15,3.5
921,2013-03-18,3.5
922,2013-03-19,3.5
923,2013-03-20,3.2
924,2013-03-21,3.2
925,2013-03-22,3.2
926,2013-03-25,3.2
927,2013-03-26,3.2
928,2013-03-27,2.95
929,2013-03-28,2.95
930,2013-03-29,2.95
931,2013-04-01,2.95
932,2013-04-02,2.95
933,2013-04-03,2.95
934,2013-04-04,2.95
935,2013-04-05,2.95
936,2013-04-08,2.95
937,2013-04-09,2.95
938,2013-04-10,3.08
939,2013-04-11,3.08
940,2013-04-12,3.08
941,2013-04-15,3.08
942,2013-04-16,3.08
943,2013-04-17,2.96
944,2013-04-18,2.96
945,2013-04-19,2.96
946,2013-04-22,2.96
947,2013-04-23,2.96
948,2013-04-24,2.96
949,2013-04-25,2.96
950,2013-04-26,2.96
951,2013-04-29,2.99
952,2013-04-30,3.07
953,2013-05-01,3.07
954,2013-05-02,3.07
955,2013-05-03,3.07
956,2013-05-06,3.07
957,2013-05-07,3.14
958,2013-05-08,3.14
959,2013-05-09,3.14
960,2013-05-10,3.14
961,2013-05-13,3.14
962,2013-05-14,3.1
963,2013-05-15,3.1
964,2013-05-16,3.1
965,2013-05-17,3.1
966,2013-05-20,3.1
967,2013-05-21,3.11
968,2013-05-22,3.11
969,2013-05-23,3.11
970,2013-05-24,3.11
971,2013-05-27,3.11
972,2013-05-28,2.99
973,2013-05-29,2.99
974,2013-05-30,2.99
975,2013-05-31,2.99
976,2013-06-03,2.99
977,2013-06-04,2.99
978,2013-06-05,2.99
979,2013-06-06,2.99
980,2013-06-07,2.88
981,2013-06-10,2.88
982,2013-06-11,2.88
983,2013-06-12,2.88
984,2013-06-13,2.91
985,2013-06-14,2.91
986,2013-06-17,2.91
987,2013-06-18,2.91
988,2013-06-19,2.91
989,2013-06-20,2.88
990,2013-06-21,2.88
991,2013-06-24,2.88
992,2013-06-25,2.88
993,2013-06-26,2.88
994,2013-06-27,2.88
995,2013-06-28,2.88
996,2013-07-01,2.96
997,2013-07-02,3.16
998,2013-07-03,3.16
999,2013-07-04,3.16
1000,2013-07-05,3.16
1001,2013-07-08,3.16
1002,2013-07-09,3.24
1003,2013-07-10,3.24
1004,2013-07-11,3.24
1005,2013-07-12,3.24
1006,2013-07-15,3.24
1007,2013-07-16,3.39
1008,2013-07-17,3.39
1009,2013-07-18,3.39
1010,2013-07-19,3.39
1011,2013-07-22,3.39
1012,2013-07-23,3.85
1013,2013-07-24,3.85
1014,2013-07-25,3.85
1015,2013-07-26,3.85
1016,2013-07-29,3.85
1017,2013-07-30,3.75
1018,2013-07-31,3.75
1019,2013-08-01,3.75
1020,2013-08-02,3.75
1021,2013-08-05,3.75
1022,2013-08-06,3.79
1023,2013-08-07,3.79
1024,2013-08-08,3.79
1025,2013-08-09,3.79
1026,2013-08-12,3.79
1027,2013-08-13,3.79
1028,2013-08-14,3.79
1029,2013-08-15,3.86
1030,2013-08-16,3.86
1031,2013-08-19,3.86
1032,2013-08-20,3.81
1033,2013-08-21,3.81
1034,2013-08-22,3.81
1035,2013-08-23,3.81
1036,2013-08-26,3.81
1037,2013-08-27,3.95
1038,2013-08-28,3.95
1039,2013-08-29,3.95
1040,2013-08-30,3.95
1041,2013-09-02,3.95
1042,2013-09-03,3.95
1043,2013-09-04,3.95
1044,2013-09-05,3.83
1045,2013-09-06,3.83
1046,2013-09-09,3.83
1047,2013-09-10,3.7
1048,2013-09-11,3.7
1049,2013-09-12,3.7
1050,2013-09-13,3.7
1051,2013-09-16,3.7
1052,2013-09-17,3.65
1053,2013-09-18,3.65
1054,2013-09-19,3.65
1055,2013-09-20,3.65
1056,2013-09-23,3.65
1057,2013-09-24,3.72
1058,2013-09-25,3.72
1059,2013-09-26,3.72
1060,2013-09-27,3.72
1061,2013-09-30,3.72
1062,2013-10-01,3.84
1063,2013-10-02,3.84
1064,2013-10-03,3.84
1065,2013-10-04,3.84
1066,2013-10-07,3.84
1067,2013-10-08,3.55
1068,2013-10-09,3.55
1069,2013-10-10,3.55
1070,2013-10-11,3.55
