,date,cost
3425,2022-10-21,2.76
3426,2022-10-24,2.76
3427,2022-10-25,2.76
3428,2022-10-26,2.83
3429,2022-10-27,2.83
3430,2022-10-28,2.83
3431,2022-10-31,2.83
3432,2022-11-01,2.83
3433,2022-11-02,3.05
3434,2022-11-03,3.05
3435,2022-11-04,3.05
3436,2022-11-07,3.05
3437,2022-11-08,3.05
3438,2022-11-09,2.88
3439,2022-11-10,2.88
3440,2022-11-11,2.88
3441,2022-11-14,2.88
3442,2022-11-15,2.88
3443,2022-11-16,2.84
3444,2022-11-17,2.84
3445,2022-11-18,2.84
3446,2022-11-21,2.84
3447,2022-11-22,2.84
3448,2022-11-23,2.82
3449,2022-11-24,2.82
3450,2022-11-25,2.82
3451,2022-11-28,2.82
3452,2022-11-29,2.82
3453,2022-11-30,2.95
3454,2022-12-01,2.95
3455,2022-12-02,2.95
3456,2022-12-05,2.95
3457,2022-12-06,2.95
3458,2022-12-07,2.86
3459,2022-12-08,2.86
3460,2022-12-09,2.86
3461,2022-12-12,2.86
3462,2022-12-13,2.86
3463,2022-12-14,2.86
3464,2022-12-15,2.91
3465,2022-12-16,2.91
3466,2022-12-19,2.91
3467,2022-12-20,2.91
3468,2022-12-21,2.83
3469,2022-12-22,2.83
3470,2022-12-23,2.83
3471,2022-12-26,2.83
3472,2022-12-27,2.83
3473,2022-12-28,2.83
3474,2022-12-29,2.83
3475,2022-12-30,2.83
3476,2023-01-02,2.83
3477,2023-01-03,2.83
3478,2023-01-04,2.83
3479,2023-01-05,3.14
3480,2023-01-06,3.14
3481,2023-01-09,3.14
3482,2023-01-10,3.14
3483,2023-01-11,2.81
3484,2023-01-12,2.81
3485,2023-01-13,2.81
3486,2023-01-16,2.81
3487,2023-01-17,2.81
3488,2023-01-18,2.81
3489,2023-01-19,2.81
3490,2023-01-20,2.81
3491,2023-01-23,2.81
3492,2023-01-24,2.81
3493,2023-01-25,2.81
3494,2023-01-26,2.81
3495,2023-01-27,2.81
3496,2023-01-30,2.81
3497,2023-01-31,2.81
3498,2023-02-01,2.81
3499,2023-02-02,2.81
3500,2023-02-03,2.81
3501,2023-02-06,2.81
3502,2023-02-07,2.81
3503,2023-02-08,2.81
3504,2023-02-09,2.81
3505,2023-02-10,2.81
3506,2023-02-13,2.81
3507,2023-02-14,2.81
3508,2023-02-15,2.77
3509,2023-02-16,2.77
3510,2023-02-17,2.77
3511,2023-02-20,2.77
3512,2023-02-21,2.77
3513,2023-02-22,2.75
3514,2023-02-23,2.75
3515,2023-02-24,2.75
3516,2023-02-27,2.75
3517,2023-02-28,2.75
3518,2023-03-01,2.69
3519,2023-03-02,2.69
3520,2023-03-03,2.69
3521,2023-03-06,2.69
3522,2023-03-07,2.69
3523,2023-03-08,2.8
3524,2023-03-09,2.8
3525,2023-03-10,2.8
3526,2023-03-13,2.8
3527,2023-03-14,2.8
3528,2023-03-15,2.95
3529,2023-03-16,2.95
3530,2023-03-17,2.95
3531,2023-03-20,2.95
3532,2023-03-21,2.95
3533,2023-03-22,2.89
3534,2023-03-23,2.89
3535,2023-03-24,2.89
3536,2023-03-27,2.89
3537,2023-03-28,2.89
3538,2023-03-29,3.36
3539,2023-03-30,3.36
3540,2023-03-31,3.36
3541,2023-04-03,3.36
3542,2023-04-04,3.36
3543,2023-04-05,3.01
3544,2023-04-06,3.01
3545,2023-04-07,3.01
3546,2023-04-10,3.01
3547,2023-04-11,3.01
3548,2023-04-12,3.01
3549,2023-04-13,3.01
3550,2023-04-14,3.01
3551,2023-04-17,3.01
3552,2023-04-18,3.01
3553,2023-04-19,3.07
3554,2023-04-20,3.07
3555,2023-04-21,3.07
3556,2023-04-24,3.07
3557,2023-04-25,3.07
3558,2023-04-26,2.72
3559,2023-04-27,2.72
3560,2023-04-28,2.72
3561,2023-05-01,2.72
3562,2023-05-02,2.72
3563,2023-05-03,2.72
3564,2023-05-04,2.63
3565,2023-05-05,2.63
3566,2023-05-08,2.63
3567,2023-05-09,2.63
3568,2023-05-10,2.77
3569,2023-05-11,2.77
3570,2023-05-12,2.77
3571,2023-05-15,2.77
3572,2023-05-16,2.77
3573,2023-05-17,2.61
3574,2023-05-18,2.61
3575,2023-05-19,2.61
3576,2023-05-22,2.61
3577,2023-05-23,2.61
3578,2023-05-24,2.59
3579,2023-05-25,2.59
3580,2023-05-26,2.59
3581,2023-05-29,2.59
3582,2023-05-30,2.59
3583,2023-05-31,2.59
3584,2023-06-01,2.59
3585,2023-06-02,2.59
3586,2023-06-05,2.59
3587,2023-06-06,2.59
3588,2023-06-07,2.57
3589,2023-06-08,2.57
3590,2023-06-09,2.57
3591,2023-06-12,2.57
3592,2023-06-13,2.57
3593,2023-06-14,2.56
3594,2023-06-15,2.56
3595,2023-06-16,2.56
3596,2023-06-19,2.56
3597,2023-06-20,2.56
3598,2023-06-21,2.56
3599,2023-06-22,2.56
3600,2023-06-23,2.56
3601,2023-06-26,2.56
3602,2023-06-27,2.56
3603,2023-06-28,2.56
3604,2023-06-29,2.56
3605,2023-06-30,2.56
3606,2023-07-03,2.56
3607,2023-07-04,2.56
3608,2023-07-05,2.56
3609,2023-07-06,2.56
3610,2023-07-07,2.56
3611,2023-07-10,2.56
3612,2023-07-11,2.56
3613,2023-07-12,2.63
3614,2023-07-13,2.63
3615,2023-07-14,2.63
3616,2023-07-17,2.63
3617,2023-07-18,2.63
3618,2023-07-19,2.68
3619,2023-07-20,2.68
3620,2023-07-21,2.68
3621,2023-07-24,2.68
3622,2023-07-25,2.68
3623,2023-07-26,2.74
3624,2023-07-27,2.74
3625,2023-07-28,2.74
3626,2023-07-31,2.74
3627,2023-08-01,2.74
3628,2023-08-02,3.28
3629,2023-08-03,3.28
3630,2023-08-04,3.28
3631,2023-08-07,3.28
3632,2023-08-08,3.28
3633,2023-08-09,2.85
3634,2023-08-10,2.85
3635,2023-08-11,2.85
3636,2023-08-14,2.85
3637,2023-08-15,2.85
3638,2023-08-16,3.41
3639,2023-08-17,3.41
3640,2023-08-18,3.41
3641,2023-08-21,3.41
3642,2023-08-22,3.41
3643,2023-08-23,3.77
3644,2023-08-24,3.77
3645,2023-08-25,3.77
3646,2023-08-28,3.77
3647,2023-08-29,3.77
3648,2023-08-30,2.85
3649,2023-08-31,2.85
3650,2023-09-01,2.85
3651,2023-09-04,2.85
3652,2023-09-05,2.85
3653,2023-09-06,2.85
3654,2023-09-07,2.85
3655,2023-09-08,2.85
3656,2023-09-11,2.85
3657,2023-09-12,2.85
3658,2023-09-13,3.07
3659,2023-09-14,3.07
3660,2023-09-15,3.07
3661,2023-09-18,3.07
3662,2023-09-19,3.07
3663,2023-09-20,2.75
3664,2023-09-21,2.75
3665,2023-09-22,2.75
3666,2023-09-25,2.75
3667,2023-09-26,2.75
3668,2023-09-27,2.73
3669,2023-09-28,2.73
3670,2023-09-29,2.73
3671,2023-10-02,2.73
3672,2023-10-03,2.73
3673,2023-10-04,2.74
3674,2023-10-05,2.74
3675,2023-10-06,2.74
3676,2023-10-09,2.74
3677,2023-10-10,2.74
3678,2023-10-11,2.74
3679,2023-10-12,2.85
3680,2023-10-13,2.85
3681,2023-10-16,2.85
3682,2023-10-17,2.85
3683,2023-10-18,2.77
3684,2023-10-19,2.77
3685,2023-10-20,2.77
3686,2023-10-23,2.77
3687,2023-10-24,2.77
3688,2023-10-25,2.85
3689,2023-10-26,2.85
3690,2023-10-27,2.85
3691,2023-10-30,2.85
3692,2023-10-31,2.85
3693,2023-11-01,3.02
3694,2023-11-02,3.02
3695,2023-11-03,3.02
3696,2023-11-06,3.02
3697,2023-11-07,3.02
3698,2023-11-08,3.05
3699,2023-11-09,3.05
3700,2023-11-10,3.05
3701,2023-11-13,3.05
3702,2023-11-14,3.05
3703,2023-11-15,3.05
3704,2023-11-16,3.2
3705,2023-11-17,3.2
3706,2023-11-20,3.2
3707,2023-11-21,3.2
3708,2023-11-22,3.16
3709,2023-11-23,3.16
3710,2023-11-24,3.16
3711,2023-11-27,3.16
3712,2023-11-28,3.16
3713,2023-11-29,3.37
3714,2023-11-30,3.37
3715,2023-12-01,3.37
3716,2023-12-04,3.37
3717,2023-12-05,3.37
3718,2023-12-06,3.29
3719,2023-12-07,3.29
3720,2023-12-08,3.29
3721,2023-12-11,3.29
3722,2023-12-12,3.29
3723,2023-12-13,3.29
3724,2023-12-14,3.25
3725,2023-12-15,3.25
3726,2023-12-18,3.25
3727,2023-12-19,3.25
3728,2023-12-20,3.12
3729,2023-12-21,3.12
3730,2023-12-22,3.12
3731,2023-12-25,3.12
3732,2023-12-26,3.12
3733,2023-12-27,3.12
3734,2023-12-28,3.12
3735,2023-12-29,3.12
3736,2024-01-01,3.12
3737,2024-01-02,3.12
